"Name" "RA" "Dec"
"N6744" "19:09:48.12" "-63:51:00.00"
"N6766" "19:09:54.12" "+46:15:00.00"
"N6746" "19:10:24.12" "-61:58:00.12"
"N6752" "19:10:54.12" "-59:58:59.88"
"N6786" "19:10:54.17" "+73:24:00.00"
"N6765" "19:11:06.10" "+30:33:00.00"
"N6760" "19:11:12.10" "+01:01:59.88"
"N6753" "19:11:24.12" "-57:03:00.00"
"N6754" "19:11:24.12" "-50:39:00.00"
"N6767" "19:11:36.10" "+37:43:00.12"
"NI4823" "19:12:12.12" "-64:00:00.00"
"NI4826" "19:12:18.12" "-57:12:00.00"
"NI4829" "19:12:36.12" "-56:31:59.88"
"NI4824" "19:13:12.12" "-62:04:59.88"
"NI4827" "19:13:18.12" "-60:52:00.12"
"NI4828" "19:13:36.12" "-62:04:00.12"
"NI4830" "19:13:48.12" "-59:18:00.00"
"N6758" "19:13:54.12" "-56:19:00.12"
"NI4832" "19:14:06.12" "-56:37:00.12"
"N6772" "19:14:36.10" "-02:42:00.00"
"NI4831" "19:14:42.12" "-62:16:00.12"
"NI4822" "19:14:54.14" "-72:25:59.88"
"N6773" "19:15:00.10" "+04:52:59.88"
"N6761" "19:15:18.12" "-50:40:00.12"
"NI4837" "19:15:18.12" "-54:40:00.12"
"NI4835" "19:15:30.12" "-58:13:59.88"
"NI4833" "19:15:36.12" "-62:19:59.88"
"NI4839" "19:15:36.12" "-54:37:59.88"
"NI4840" "19:15:54.12" "-56:13:00.12"
"N6787" "19:16:18.12" "+60:25:00.12"
"NI4836" "19:16:18.12" "-60:12:00.00"
"N6768" "19:16:30.10" "-40:10:59.88"
"NI4834" "19:16:30.12" "-64:01:00.12"
"NI4846" "19:16:30.10" "-09:03:00.00"
"N6774" "19:16:36.10" "-16:16:00.12"
"N6779" "19:16:36.10" "+30:10:59.88"
"N6783" "19:16:36.12" "+46:01:00.12"
"N6789" "19:16:42.12" "+64:00:00.00"
"N6775" "19:16:48.10" "-00:55:00.12"
"NI4838" "19:16:48.12" "-61:37:00.12"
"NI4825" "19:17:18.14" "-72:45:00.00"
"NI1297" "19:17:24.10" "-39:37:00.12"
"N6769" "19:18:24.12" "-60:31:00.12"
"N6778" "19:18:24.10" "-01:36:00.00"
"N6781" "19:18:24.10" "+06:33:00.00"
"NI1298" "19:18:30.10" "-01:37:00.12"
"N6770" "19:18:42.12" "-60:31:00.12"
"N6771" "19:18:42.12" "-60:33:00.00"
"NI4844" "19:19:00.12" "-56:01:59.88"
"NI4843" "19:19:18.12" "-59:18:00.00"
"NI4842" "19:19:30.12" "-60:39:00.00"
"NI4845" "19:20:24.12" "-60:22:59.88"
"NI4850" "19:20:24.10" "-00:07:59.88"
"N6791" "19:20:42.10" "+37:51:00.00"
"NI4841" "19:20:48.14" "-72:13:00.12"
"N6785" "19:20:54.10" "-01:06:00.00"
"N6792" "19:21:00.12" "+43:07:59.88"
"N6796" "19:21:30.12" "+61:09:00.00"
"NI1299" "19:22:36.10" "+20:45:00.00"
"NI4848" "19:22:48.12" "-56:46:59.88"
"N6780" "19:22:54.12" "-55:46:59.88"
"N6790" "19:23:12.10" "+01:31:00.12"
"N6793" "19:23:12.10" "+22:10:59.88"
"NI4847" "19:23:30.12" "-65:30:59.76"
"N6782" "19:24:00.12" "-59:54:59.76"
"N6798" "19:24:00.12" "+53:37:59.88"
"NI1300" "19:24:06.12" "+52:39:00.00"
"N6776" "19:25:24.12" "-63:51:59.76"
"NI4849" "19:25:24.12" "-62:54:00.00"
"NI4851" "19:25:30.12" "-57:39:59.76"
"N6795" "19:26:06.10" "+03:31:00.12"
"NI4852" "19:26:24.12" "-60:19:59.88"
"NI4867" "19:26:30.12" "+50:07:00.12"
"N6784" "19:26:36.12" "-65:36:59.76"
"NI1301" "19:26:36.12" "+49:45:00.00"
"N6777" "19:26:48.14" "-71:30:00.00"
"N6788" "19:26:54.12" "-54:57:00.00"
"N6800" "19:27:12.10" "+25:07:59.88"
"NI4854" "19:27:24.12" "-59:18:00.00"
"NI4855" "19:27:30.12" "-59:18:00.00"
"NI4856" "19:27:30.12" "-54:54:59.76"
"N6801" "19:27:42.12" "+54:22:00.12"
"N6794" "19:27:54.10" "-38:52:59.88"
"NI4863" "19:28:18.10" "-36:12:00.00"
"NI4857" "19:28:36.12" "-58:45:59.76"
"NI4858" "19:28:36.12" "-58:45:59.76"
"N6797" "19:28:54.10" "-25:40:00.12"
"NI4861" "19:29:12.12" "-57:33:59.76"
"N6802" "19:30:36.10" "+20:16:00.12"
"NI4859" "19:30:48.14" "-66:18:59.76"
"NI1302" "19:30:54.10" "+35:46:59.88"
"NI4853" "19:30:54.14" "-71:03:59.76"
"NI4865" "19:30:54.12" "-46:42:00.00"
"N6803" "19:31:18.10" "+10:03:00.00"
"NI1303" "19:31:30.10" "+35:52:59.88"
"NI4860" "19:31:30.14" "-67:21:59.76"
"N6804" "19:31:36.10" "+09:13:00.12"
"NI4862" "19:31:42.14" "-67:18:59.76"
"N6799" "19:32:18.12" "-55:54:00.00"
"NI4868" "19:33:30.12" "-45:54:00.00"
"N6807" "19:34:36.10" "+05:40:59.88"
"NI4866" "19:34:36.12" "-61:09:00.00"
"NI4873" "19:34:54.12" "-46:07:59.88"
"NI1304" "19:35:30.10" "+41:01:59.88"
"NI4871" "19:35:42.12" "-57:30:59.76"
"NI4872" "19:35:42.12" "-57:30:59.76"
"NI4869" "19:36:00.12" "-61:01:59.88"
"NI4874" "19:36:24.12" "-47:15:59.76"
"N6805" "19:36:48.10" "-37:33:00.00"
"N6806" "19:37:12.10" "-42:18:59.76"
"N6817" "19:37:24.12" "+62:22:00.12"
"NI4870" "19:37:36.12" "-65:48:59.76"
"NI4875" "19:37:42.12" "-52:03:59.76"
"NI4876" "19:37:42.12" "-52:51:00.00"
"NI4877" "19:37:54.12" "-51:58:59.88"
"N6811" "19:38:12.12" "+46:34:00.12"
"NI4878" "19:38:48.12" "-58:12:59.76"
"NI1305" "19:39:18.10" "+20:13:00.12"
"NI4879" "19:39:42.12" "-52:21:59.76"
"N6809" "19:40:00.10" "-30:57:59.76"
"NI4864" "19:40:06.19" "-77:33:00.00"
"N6813" "19:40:24.10" "+27:18:00.00"
"NI4881" "19:40:24.12" "-55:51:00.00"
"NI4882" "19:40:24.12" "-55:12:00.00"
"NI4880" "19:40:30.12" "-56:24:59.76"
"N6815" "19:40:54.10" "+26:51:00.00"
"N6819" "19:41:18.10" "+40:10:59.88"
"N6825" "19:41:42.12" "+64:04:59.88"
"NI1306" "19:41:42.10" "+37:39:00.00"
"NI4883" "19:42:00.12" "-55:33:00.00"
"N6814" "19:42:42.10" "-10:19:00.12"
"NI4884" "19:42:42.12" "-58:06:59.76"
"NI1307" "19:42:48.10" "+27:30:00.00"
"N6820" "19:43:06.10" "+23:16:59.88"
"N6823" "19:43:06.10" "+23:18:00.00"
"NI4886" "19:43:06.12" "-51:48:00.00"
"N6810" "19:43:36.12" "-58:39:59.76"
"N6824" "19:43:42.12" "+56:07:00.12"
"N6808" "19:43:54.14" "-70:39:00.00"
"NI4885" "19:43:54.12" "-60:39:00.00"
"N6816" "19:44:00.10" "-28:33:00.00"
"N6818" "19:44:00.10" "-14:09:00.00"
"N6821" "19:44:24.10" "-06:49:59.88"
"N6826" "19:44:48.12" "+50:31:00.12"
"N6822" "19:44:54.10" "-14:48:00.00"
"NI4888" "19:44:54.12" "-54:27:00.00"
"NI4895" "19:45:00.10" "-14:48:00.00"
"NI1308" "19:45:06.10" "-14:43:00.12"
"NI4889" "19:45:18.12" "-54:19:59.88"
"NI4891" "19:45:18.12" "-54:21:00.00"
"N6812" "19:45:24.12" "-55:21:00.00"
"NI4890" "19:45:36.12" "-56:33:00.00"
"NI4894" "19:47:00.12" "-51:51:00.00"
"N6829" "19:47:06.12" "+59:55:00.12"
"NI4898" "19:47:48.10" "-33:18:59.76"
"N6831" "19:47:54.12" "+59:54:00.00"
"N6832" "19:48:06.12" "+59:25:00.12"
"NI4887" "19:48:18.14" "-69:34:59.88"
"N6827" "19:48:54.10" "+21:13:00.12"
"NI4896" "19:49:06.12" "-58:58:59.88"
"NI4897" "19:49:18.12" "-51:51:59.76"
"NI4892" "19:49:30.14" "-70:13:59.88"
"N6833" "19:49:42.12" "+48:58:00.12"
"NI4900" "19:50:18.12" "-51:19:59.88"
"N6828" "19:50:24.10" "+07:55:00.12"
"NI4893" "19:50:36.14" "-72:30:59.76"
"N6830" "19:51:00.10" "+23:04:00.12"
"N6834" "19:52:12.10" "+29:25:00.12"
"N6837" "19:53:30.10" "+11:40:59.88"
"N6838" "19:53:48.10" "+18:46:59.88"
"NI4899" "19:54:24.14" "-70:36:00.00"
"NI4901" "19:54:24.12" "-58:42:59.76"
"NI4902" "19:54:24.12" "-56:22:59.88"
"N6835" "19:54:30.10" "-12:34:00.12"
"N6839" "19:54:30.10" "+17:54:00.00"
"N6836" "19:54:42.10" "-12:40:59.88"
"N6842" "19:55:00.10" "+29:16:59.88"
"N6840" "19:55:18.10" "+12:06:00.00"
"N6843" "19:56:06.10" "+12:09:00.00"
"NI4905" "19:56:06.12" "-61:12:59.76"
"NI4907" "19:56:12.12" "-52:27:00.00"
"N6846" "19:56:30.10" "+30:21:00.00"
"NI4909" "19:56:42.12" "-50:03:00.00"
"NI4906" "19:56:48.12" "-60:27:59.76"
"NI4913" "19:56:48.10" "-37:19:59.88"
"NI4908" "19:56:54.12" "-55:46:59.88"
"N6847" "19:57:00.10" "+29:19:59.88"
"NI4911" "19:57:42.12" "-51:57:59.76"
"N6841" "19:57:48.10" "-31:48:59.76"
"NI4910" "19:57:48.12" "-56:51:59.76"
"NI4914" "19:58:06.12" "-50:06:59.76"
"NI4903" "19:58:12.14" "-70:27:00.00"
"NI4916" "19:58:18.12" "-50:15:59.76"
"NI4904" "19:58:30.14" "-70:10:59.88"
"NI4915" "19:58:30.12" "-52:37:59.88"
"NI4917" "19:58:54.12" "-52:15:59.76"
"N6856" "19:59:18.12" "+56:07:59.88"
"NI4918" "19:59:18.12" "-52:16:59.88"
"NI4922" "19:59:30.10" "-40:21:59.76"
"N6853" "19:59:36.10" "+22:43:00.12"
"NI4924" "19:59:54.10" "-41:33:00.00"
"NI4920" "20:00:06.12" "-53:22:59.88"
"NI4919" "20:00:12.12" "-55:21:59.76"
"NI4926" "20:00:12.10" "-38:34:59.88"
"N6852" "20:00:36.10" "+01:43:00.12"
"N6869" "20:00:42.12" "+66:12:59.76"
"NI4931" "20:00:48.10" "-38:34:59.88"
"N6845" "20:00:54.12" "-47:04:59.88"
"NI4923" "20:01:00.12" "-52:37:59.88"
"NI4925" "20:01:12.12" "-52:51:00.00"
"N6849" "20:01:18.10" "-40:12:59.76"
"NI4927" "20:01:48.12" "-53:54:59.76"
"N6857" "20:01:54.10" "+33:31:00.12"
"NI4932" "20:02:18.12" "-52:49:59.88"
"NI4930" "20:02:24.12" "-54:18:00.00"
"N6844" "20:02:48.12" "-65:13:59.88"
"N6848" "20:02:48.12" "-56:04:59.88"
"N6858" "20:03:06.10" "+11:16:00.12"
"NI1309" "20:03:06.10" "-17:13:59.88"
"NI4921" "20:03:18.14" "-67:49:59.88"
"N6850" "20:03:30.12" "-54:51:00.00"
"NI4933" "20:03:30.12" "-54:58:59.88"
"N6851" "20:03:36.12" "-48:16:59.88"
"N6866" "20:03:42.10" "+44:00:00.00"
"N6859" "20:03:54.10" "+00:25:59.88"
"NI4935" "20:04:36.12" "-57:36:00.00"
"NI4954" "20:04:48.10" "+29:15:00.00"
"NI4955" "20:04:54.10" "+29:10:59.88"
"N6863" "20:05:06.10" "-03:34:00.12"
"NI4937" "20:05:18.12" "-56:15:00.00"
"N6854" "20:05:42.12" "-54:22:59.88"
"NI4940" "20:05:42.10" "-44:42:00.00"
"N6871" "20:05:54.10" "+35:46:59.88"
"NI4936" "20:05:54.12" "-61:25:59.88"
"N6865" "20:06:00.10" "-09:01:59.88"
"NI4946" "20:06:00.10" "-44:01:59.88"
"N6864" "20:06:06.10" "-21:54:59.76"
"NI4938" "20:06:12.12" "-60:12:59.76"
"NI4943" "20:06:30.12" "-48:21:59.76"
"NI4948" "20:06:30.10" "-43:36:59.76"
"NI4929" "20:06:42.14" "-71:40:59.88"
"N6855" "20:06:48.12" "-56:24:00.00"
"NI4912" "20:06:48.17" "-77:21:00.00"
"NI4942" "20:06:48.12" "-52:36:59.76"
"NI4941" "20:07:00.12" "-53:39:00.00"
"NI4944" "20:07:06.12" "-54:27:00.00"
"NI4934" "20:07:12.14" "-69:27:59.76"
"NI4939" "20:07:12.12" "-60:43:59.88"
"N6861" "20:07:18.12" "-48:21:59.76"
"NI4949" "20:07:18.12" "-48:21:59.76"
"NI4947" "20:07:30.12" "-53:07:59.88"
"N6874" "20:07:48.10" "+38:13:59.88"
"N6873" "20:08:18.10" "+21:06:00.00"
"NI4950" "20:08:24.12" "-56:09:59.76"
"NI4952" "20:08:36.12" "-55:27:00.00"
"N6860" "20:08:48.12" "-61:06:00.00"
"N6862" "20:08:54.12" "-56:24:00.00"
"NI4951" "20:09:30.12" "-61:51:00.00"
"NI4957" "20:09:36.12" "-55:42:59.76"
"N6868" "20:09:54.12" "-48:22:59.88"
"NI1310" "20:10:00.10" "+34:58:00.12"
"NI4953" "20:10:06.12" "-62:48:00.00"
"N6870" "20:10:12.12" "-48:16:59.88"
"NI4928" "20:10:12.17" "-77:18:00.00"
"NI1311" "20:10:18.10" "+41:13:00.12"
"N6867" "20:10:24.12" "-54:46:59.88"
"N6884" "20:10:24.12" "+46:27:59.76"
"N6879" "20:10:30.10" "+16:55:00.12"
"N6881" "20:10:48.10" "+37:25:00.12"
"NI4959" "20:11:00.12" "-53:06:00.00"
"N6883" "20:11:18.10" "+35:51:00.00"
"NI4945" "20:11:18.14" "-71:00:59.76"
"NI4956" "20:11:30.10" "-45:36:00.00"
"NI4961" "20:11:30.12" "-53:07:59.88"
"N6882" "20:11:42.10" "+26:33:00.00"
"NI4977" "20:11:54.10" "-21:37:59.88"
"N6885" "20:12:00.10" "+26:28:59.88"
"N6888" "20:12:00.10" "+38:21:00.00"
"NI4963" "20:12:06.12" "-55:15:00.00"
"NI4966" "20:12:18.12" "-53:36:00.00"
"NI4965" "20:12:30.12" "-56:49:59.88"
"N6886" "20:12:42.10" "+19:58:59.88"
"NI4969" "20:12:54.12" "-53:54:59.76"
"N6875" "20:13:12.12" "-46:09:00.00"
"N6878" "20:13:54.10" "-44:30:59.76"
"NI4975" "20:14:00.12" "-52:42:59.76"
"NI4968" "20:14:36.12" "-64:46:59.88"
"NI4973" "20:14:36.12" "-58:21:59.76"
"NI4978" "20:14:36.12" "-54:25:59.88"
"NI4979" "20:14:42.12" "-53:27:59.76"
"N6891" "20:15:12.10" "+12:42:00.00"
"NI4974" "20:15:18.12" "-61:51:59.76"
"NI4960" "20:15:24.14" "-70:31:59.88"
"NI4958" "20:15:30.14" "-72:42:00.00"
"NI4976" "20:15:30.12" "-61:52:59.88"
"NI4980" "20:15:30.12" "-57:54:59.76"
"NI4962" "20:15:54.14" "-71:00:00.00"
"NI4983" "20:16:06.12" "-52:04:59.88"
"NI4984" "20:16:18.12" "-52:42:59.76"
"N6894" "20:16:24.10" "+30:34:00.12"
"N6895" "20:16:24.12" "+50:13:59.88"
"NI4967" "20:16:24.14" "-70:33:59.76"
"NI4996" "20:16:30.10" "+37:37:59.88"
"N6892" "20:16:48.10" "+18:01:59.88"
"NI1312" "20:16:48.10" "+18:01:00.12"
"N6872" "20:16:54.14" "-70:45:59.76"
"NI4970" "20:16:54.14" "-70:45:00.00"
"NI4971" "20:17:00.14" "-70:37:59.88"
"N6887" "20:17:12.12" "-52:46:59.88"
"NI4986" "20:17:12.12" "-55:01:59.88"
"NI4987" "20:17:18.12" "-52:16:59.88"
"NI1315" "20:17:24.10" "+30:40:59.88"
"NI4964" "20:17:24.14" "-73:52:59.88"
"NI1314" "20:17:42.10" "+25:10:59.88"
"NI4972" "20:17:42.14" "-70:54:59.76"
"N6896" "20:18:00.10" "+30:39:00.00"
"N6876" "20:18:18.14" "-70:51:59.76"
"N6890" "20:18:18.10" "-44:48:00.00"
"NI4991" "20:18:24.10" "-41:03:00.00"
"N6877" "20:18:36.14" "-70:51:00.00"
"NI1313" "20:18:42.10" "-16:57:00.00"
"N6889" "20:18:54.12" "-53:57:00.00"
"N6880" "20:19:30.14" "-70:51:59.76"
"NI4989" "20:19:30.12" "-58:33:00.00"
"N6911" "20:19:36.12" "+66:45:00.00"
"NI4981" "20:19:42.14" "-70:51:00.00"
"NI4994" "20:19:42.12" "-53:27:00.00"
"NI4995" "20:20:00.12" "-52:36:59.76"
"NI4997" "20:20:12.10" "+16:45:00.00"
"NI4982" "20:20:24.14" "-71:00:00.00"
"NI4985" "20:20:42.14" "-70:58:59.88"
"N6893" "20:20:48.12" "-48:13:59.88"
"N6897" "20:21:00.10" "-12:16:00.12"
"N6898" "20:21:12.10" "-12:21:00.00"
"NI4990" "20:21:30.12" "-66:54:00.00"
"N6900" "20:21:36.10" "-02:34:00.12"
"N6904" "20:21:48.10" "+25:45:00.00"
"NI4988" "20:21:48.14" "-69:22:59.88"
"NI4993" "20:22:00.12" "-67:00:00.00"
"NI1318" "20:22:12.10" "+40:15:00.00"
"NI4998" "20:22:12.10" "-38:18:00.00"
"NI5018" "20:22:12.10" "-38:18:00.00"
"N6901" "20:22:18.10" "+06:27:00.00"
"N6905" "20:22:24.10" "+20:07:00.12"
"NI1316" "20:22:24.10" "+06:31:59.88"
"NI5000" "20:22:24.10" "+06:25:59.88"
"N6910" "20:23:06.10" "+40:46:59.88"
"NI1317" "20:23:18.10" "+00:40:00.12"
"N6916" "20:23:30.12" "+58:21:59.76"
"NI4992" "20:23:30.14" "-71:33:59.76"
"N6903" "20:23:36.10" "-19:18:59.76"
"N6906" "20:23:36.10" "+06:27:00.00"
"NI5006" "20:23:42.10" "+06:27:00.00"
"N6913" "20:23:54.10" "+38:31:59.88"
"NI4999" "20:23:54.10" "-26:00:59.76"
"N6899" "20:24:24.12" "-50:25:59.88"
"N6902" "20:24:30.10" "-43:39:00.00"
"N6914" "20:24:42.10" "+42:28:59.88"
"N6907" "20:25:06.10" "-24:48:59.76"
"N6908" "20:25:12.10" "-24:48:00.00"
"NI5003" "20:25:12.10" "-29:51:59.76"
"NI5005" "20:25:18.10" "-25:49:59.88"
"NI5004" "20:25:24.10" "-30:51:59.76"
"NI5007" "20:25:36.10" "-29:42:00.00"
"NI1319" "20:26:00.10" "-18:30:59.76"
"NI5001" "20:26:18.12" "-54:46:59.88"
"NI1320" "20:26:24.10" "+02:55:00.12"
"NI5002" "20:26:42.12" "-54:48:00.00"
"N6912" "20:26:54.10" "-18:37:59.88"
"N6917" "20:27:24.10" "+08:06:00.00"
"N6909" "20:27:42.10" "-47:01:59.88"
"N6915" "20:27:48.10" "-03:04:59.88"
"NI1321" "20:28:12.10" "-18:18:00.00"
"N6921" "20:28:30.10" "+25:43:00.12"
"NI5011" "20:28:36.10" "-36:01:59.88"
"NI5013" "20:28:36.10" "-36:01:59.88"
"NI5015" "20:28:36.10" "-31:42:00.00"
"NI5012" "20:29:30.12" "-56:45:00.00"
"N6922" "20:29:54.10" "-02:10:59.88"
"NI1322" "20:30:06.10" "-15:12:59.76"
"NI1323" "20:30:30.10" "-15:10:59.88"
"NI5020" "20:30:36.10" "-33:28:59.88"
"N6918" "20:30:48.10" "-47:27:59.76"
"NI5019" "20:30:48.10" "-36:04:59.88"
"NI5010" "20:31:00.12" "-65:54:59.76"
"N6939" "20:31:24.12" "+60:37:59.88"
"N6919" "20:31:36.10" "-44:12:59.76"
"N6923" "20:31:42.10" "-30:49:59.88"
"NI5017" "20:32:06.12" "-57:34:59.88"
"NI1324" "20:32:12.10" "-09:04:00.12"
"N6927" "20:32:36.10" "+09:55:00.12"
"NI5009" "20:32:36.14" "-72:09:59.76"
"NI5008" "20:32:42.14" "-72:42:00.00"
"N6928" "20:32:48.10" "+09:55:59.88"
"NI1325" "20:32:48.10" "+09:52:59.88"
"N6930" "20:33:00.10" "+09:52:00.12"
"NI1326" "20:33:00.10" "+09:54:00.00"
"N6926" "20:33:06.10" "-02:01:00.12"
"N6924" "20:33:12.10" "-25:30:00.00"
"N6929" "20:33:24.10" "-02:01:59.88"
"NI5021" "20:33:30.12" "-54:30:59.76"
"N6931" "20:33:36.10" "-11:22:59.88"
"N6933" "20:33:36.10" "+07:22:59.88"
"N6934" "20:34:12.10" "+07:24:00.00"
"N6925" "20:34:18.10" "-31:58:59.88"
"N6940" "20:34:36.10" "+28:18:00.00"
"N6938" "20:34:48.10" "+22:15:00.00"
"N6946" "20:34:48.12" "+60:09:00.00"
"N6949" "20:35:06.12" "+64:48:00.00"
"NI5014" "20:35:18.14" "-73:27:59.76"
"NI5016" "20:35:36.14" "-72:54:59.76"
"NI1327" "20:35:42.10" "+00:01:00.12"
"N6936" "20:35:54.10" "-25:16:59.88"
"N6941" "20:36:18.10" "-04:37:59.88"
"N6986" "20:36:36.10" "-18:37:59.88"
"N6952" "20:37:00.12" "+66:06:00.00"
"N6951" "20:37:12.12" "+66:06:00.00"
"N6953" "20:37:42.12" "+65:45:59.76"
"NI5023" "20:38:06.12" "-67:10:59.88"
"N6935" "20:38:24.12" "-52:06:00.00"
"N6944" "20:38:24.10" "+07:00:00.00"
"N6937" "20:38:48.12" "-52:09:00.00"
"N6945" "20:38:54.10" "-05:01:00.12"
"NI5024" "20:40:06.14" "-71:06:00.00"
"NI5029" "20:40:18.10" "-29:49:59.88"
"NI5030" "20:40:36.10" "-29:51:00.00"
"N6942" "20:40:48.12" "-54:18:59.76"
"NI5022" "20:41:06.17" "-76:27:00.00"
"NI5027" "20:41:06.12" "-55:28:59.88"
"N6950" "20:41:12.10" "+16:37:59.88"
"N6947" "20:41:18.10" "-32:28:59.88"
"NI1328" "20:42:00.10" "-19:37:59.88"
"N6932" "20:42:06.14" "-73:36:59.76"
"NI5039" "20:43:12.10" "-29:51:00.00"
"NI5046" "20:43:12.10" "-29:51:00.00"
"NI5028" "20:43:24.12" "-65:39:00.00"
"N6948" "20:43:30.12" "-53:21:00.00"
"NI5041" "20:43:36.10" "-29:42:00.00"
"NI5047" "20:43:36.10" "-29:42:00.00"
"NI1329" "20:43:42.10" "+15:34:59.88"
"NI5034" "20:43:42.12" "-57:01:59.88"
"NI5033" "20:43:48.12" "-57:18:59.76"
"N6920" "20:43:54.19" "-80:00:00.00"
"N6956" "20:44:00.10" "+12:31:00.12"
"N6954" "20:44:06.10" "+03:13:00.12"
"NI5035" "20:44:18.12" "-57:07:59.88"
"N6955" "20:44:24.10" "+02:34:59.88"
"N6943" "20:44:30.14" "-68:45:00.00"
"NI5036" "20:44:42.12" "-57:36:59.76"
"N6957" "20:44:54.10" "+02:34:00.12"
"NI5025" "20:45:00.17" "-76:58:59.88"
"NI5031" "20:45:18.12" "-67:31:59.88"
"NI5050" "20:45:18.10" "-05:39:00.00"
"NI5032" "20:45:24.12" "-67:31:59.88"
"NI5037" "20:45:36.12" "-58:25:59.88"
"N6960" "20:45:42.10" "+30:43:00.12"
"NI1330" "20:46:18.10" "-14:01:59.88"
"NI5043" "20:46:42.12" "-56:58:59.88"
"NI5038" "20:46:54.12" "-65:00:59.76"
"N6959" "20:47:06.10" "+00:27:00.00"
"N6961" "20:47:12.10" "+00:22:59.88"
"NI5057" "20:47:12.10" "+00:19:00.12"
"N6962" "20:47:18.10" "+00:19:00.12"
"N6963" "20:47:18.10" "+00:28:59.88"
"N6964" "20:47:24.10" "+00:18:00.00"
"N6965" "20:47:24.10" "+00:30:00.00"
"N6966" "20:47:24.10" "+00:22:00.12"
"NI5049" "20:47:24.10" "-38:24:59.76"
"NI5058" "20:47:24.10" "+00:28:59.88"
"N6967" "20:47:36.10" "+00:25:00.12"
"NI5061" "20:47:36.10" "+00:19:59.88"
"NI5042" "20:47:48.12" "-65:04:59.88"
"NI5067" "20:47:48.10" "+44:21:59.76"
"NI1331" "20:47:54.10" "-09:58:59.88"
"NI5062" "20:48:12.10" "-08:22:00.12"
"N6968" "20:48:24.10" "-08:19:59.88"
"N6969" "20:48:24.10" "+07:45:00.00"
"NI5026" "20:48:30.17" "-78:03:59.76"
"N6958" "20:48:36.10" "-38:00:00.00"
"NI5056" "20:49:00.10" "-39:10:59.88"
"N6971" "20:49:24.10" "+06:00:00.00"
"N6972" "20:50:00.10" "+09:54:00.00"
"NI5044" "20:50:36.14" "-71:57:00.00"
"NI5045" "20:50:42.14" "-71:57:59.76"
"N6974" "20:50:48.10" "+31:51:59.76"
"NI5068" "20:50:48.10" "+42:30:59.76"
"NI5070" "20:50:48.10" "+44:21:00.00"
"N6979" "20:51:00.10" "+32:09:00.00"
"NI5059" "20:51:18.12" "-57:40:59.88"
"NI5048" "20:51:36.14" "-71:48:00.00"
"NI5065" "20:51:48.10" "-29:51:00.00"
"NI1332" "20:51:54.10" "-13:42:59.76"
"NI5063" "20:52:00.12" "-57:04:59.88"
"N6970" "20:52:06.10" "-48:48:00.00"
"N6973" "20:52:06.10" "-05:52:59.88"
"NI5052" "20:52:06.14" "-69:12:00.00"
"NI1334" "20:52:12.10" "-16:16:59.88"
"NI1333" "20:52:18.10" "-16:15:00.00"
"NI5040" "20:52:18.17" "-76:39:59.76"
"NI5051" "20:52:18.14" "-71:46:59.88"
"N6975" "20:52:24.10" "-05:46:00.12"
"N6976" "20:52:24.10" "-05:46:00.12"
"N6977" "20:52:30.10" "-05:43:59.88"
"N6978" "20:52:36.10" "-05:43:00.12"
"NI5064" "20:52:36.12" "-57:13:59.88"
"N6980" "20:52:48.10" "-05:49:00.12"
"NI5055" "20:52:54.12" "-68:27:00.00"
"NI1335" "20:53:06.10" "-16:19:59.88"
"N6981" "20:53:30.10" "-12:31:59.88"
"NI5053" "20:53:36.14" "-71:07:59.88"
"NI5054" "20:53:42.14" "-71:00:59.76"
"N6989" "20:54:06.10" "+45:16:59.88"
"NI5060" "20:54:36.14" "-71:37:59.88"
"NI1336" "20:55:06.10" "-18:03:59.76"
"N6988" "20:55:48.10" "+10:31:59.88"
"NI5076" "20:55:54.10" "+47:24:59.76"
"N6985" "20:56:00.10" "-11:04:59.88"
"NI1340" "20:56:12.10" "+31:03:59.76"
"N6992" "20:56:24.10" "+31:42:59.76"
"N6996" "20:56:24.10" "+45:27:59.76"
"N6997" "20:56:30.10" "+44:37:59.88"
"N6991" "20:56:36.10" "+47:24:59.76"
"N6983" "20:56:48.10" "-43:57:59.76"
"NI1337" "20:56:54.10" "-16:34:59.88"
"NI1338" "20:57:00.10" "-16:30:00.00"
"N6995" "20:57:06.10" "+31:12:59.76"
"NI5066" "20:57:06.14" "-73:08:59.64"
"N6982" "20:57:24.12" "-51:51:00.00"
"N6984" "20:57:54.12" "-51:51:59.76"
"NI1339" "20:57:54.10" "-17:57:00.00"
"N6987" "20:58:00.10" "-48:36:59.76"
"N7000" "20:58:48.10" "+44:19:59.88"
"N6994" "20:59:00.10" "-12:37:59.88"
"N6993" "20:59:30.10" "-25:40:59.88"
"N6990" "20:59:54.12" "-55:33:59.76"
"NI5069" "21:00:00.14" "-71:47:59.64"
"NI1341" "21:00:24.10" "-13:57:59.76"
"NI1342" "21:00:24.10" "-14:30:00.00"
"N7023" "21:00:30.12" "+68:09:59.76"
"N7008" "21:00:36.12" "+54:33:00.00"
"N7003" "21:00:48.10" "+17:48:00.00"
"NI5074" "21:00:54.12" "-63:07:59.88"
"N7001" "21:01:12.10" "-00:10:59.88"
"NI1343" "21:01:12.10" "-15:24:00.00"
"NI1344" "21:01:18.10" "-13:21:59.76"
"NI5071" "21:01:18.14" "-72:38:59.64"
"NI1345" "21:01:24.10" "-13:24:00.00"
